Symbol,Close,Change%,Volume_Ratio,Avg_Vol,RSI,MACD_Hist,MACD_Crossover,EMA20,EMA50,EMA_Dist%,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,Marubozu,FinalHrFade,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Breadth_OK,Entry_Overextended,Has_Earnings,Stop_Loss,Target,Target%,SL%,RR_Ratio,Shares,Position_Value,Conviction,BTST_Score
BAJFINANCE,1141.2,8.32,3.42,11934455.0,74.1,3.0118,True,1041.69,998.49,9.55,32.3,84.8,29.62,1151.5,True,,False,False,True,True,True,3.94,False,True,False,False,1118.38,1175.44,3.0,2.0,1.5,219,249922.79,GOOD,75.2
GAIL,181.44,4.49,6.67,5827944.0,66.0,0.5071,False,173.79,171.01,4.4,15.1,91.2,3.89,182.21,True,,False,False,True,True,False,0.47,False,True,False,False,177.81,186.88,3.0,2.0,1.5,1377,249842.88,MODERATE,65.8
SIEMENS,3760.0,2.77,1.83,309304.0,64.1,16.0395,False,3634.61,3606.09,3.45,22.7,66.9,97.57,3918.05,True,,False,False,True,True,False,0.09,False,True,False,False,3684.8,3872.8,3.0,2.0,1.5,66,248160.0,MODERATE,59.3
BHARTIARTL,1972.0,0.78,1.26,5176786.0,67.2,4.3082,False,1909.63,1878.29,3.27,24.3,84.8,30.62,2147.47,False,,False,False,True,True,True,0.62,False,True,False,False,1947.4,2017.92,2.33,1.25,1.87,203,400316.0,MODERATE,58.7
M&M,3398.5,3.5,3.07,1998363.0,67.0,17.6998,False,3199.51,3147.98,6.22,20.5,72.6,87.86,3799.99,False,,False,False,True,True,True,2.93,False,True,False,False,3330.53,3500.45,3.0,2.0,1.5,73,248090.5,MODERATE,58.0
FEDERALBNK,358.85,1.33,0.27,14641455.0,71.5,0.4606,False,345.45,328.26,3.88,46.8,82.8,6.47,359.9,True,,False,False,True,True,False,0.35,True,True,False,False,354.75,368.56,2.71,1.14,2.37,1219,437438.16,MODERATE,57.5
TMCV,436.8,5.27,3.63,5310100.0,63.9,0.5141,True,415.51,410.84,5.12,15.0,85.4,12.17,503.32,False,,False,False,True,True,False,0.0,False,True,False,False,428.06,449.9,3.0,2.0,1.5,572,249849.59,MODERATE,56.9
CHOLAFIN,1849.9,4.29,2.68,1099246.0,61.1,-1.6551,False,1771.87,1717.83,4.4,18.0,84.2,57.89,1874.26,True,,False,False,True,True,True,0.79,False,True,False,False,1812.9,1905.4,3.0,2.0,1.5,135,249736.5,MODERATE,56.9
BPCL,319.75,1.25,1.12,4572525.0,58.4,0.3526,False,313.35,309.72,2.04,13.7,89.2,7.46,391.65,False,Morning Star,False,False,True,True,False,0.08,False,True,False,False,314.4,329.34,3.0,1.67,1.79,934,298646.5,MODERATE,55.4
TITAN,4875.2,0.52,1.69,593959.0,78.9,12.5714,False,4671.92,4495.48,4.35,41.2,83.4,75.31,4886.0,True,,False,False,True,True,False,0.0,False,True,False,False,4820.9,4988.17,2.32,1.11,2.08,92,448518.42,WEAK,54.2
SUNPHARMA,1990.5,-0.53,2.57,1925314.0,66.9,1.568,False,1946.42,1892.67,2.26,36.7,30.9,34.13,2046.9,True,,False,True,False,True,False,0.76,True,True,False,False,1965.3,2041.7,2.57,1.27,2.03,198,394119.0,WEAK,52.2
PNB,112.71,0.96,0.57,20224135.0,64.6,0.4102,False,109.26,107.62,3.15,21.1,77.9,2.05,131.33,False,,False,False,True,True,False,0.32,True,True,False,False,111.69,115.78,2.72,0.9,3.01,4901,552391.71,WEAK,52.1
TORNTPHARM,5122.8,5.15,1.92,742042.0,64.2,-13.8097,False,4907.88,4724.48,4.38,25.0,92.7,138.84,5140.7,True,,False,False,True,True,True,1.56,True,True,False,False,5020.34,5276.48,3.0,2.0,1.5,48,245894.39,WEAK,51.6
BAJAJFINSV,2029.1,6.27,3.0,1244313.0,72.0,7.5535,False,1890.4,1842.98,7.34,26.8,93.0,45.36,2193.13,False,,False,False,True,True,True,1.18,False,True,False,False,1988.52,2089.97,3.0,2.0,1.5,123,249579.3,WEAK,50.1
RECLTD,372.95,0.62,0.63,5746260.0,68.3,1.9091,False,359.54,353.81,3.73,20.0,73.8,7.55,383.06,True,,False,False,True,True,True,0.53,False,True,False,False,370.0,384.14,3.0,0.79,3.79,1694,631777.32,WEAK,49.5
PFC,424.35,0.49,1.66,6242704.0,59.3,2.8837,False,414.38,417.64,2.4,14.2,59.3,8.54,481.99,False,,False,False,True,True,False,0.33,False,True,False,False,420.35,437.08,3.0,0.94,3.18,1249,530013.16,WEAK,49.5
INDUSINDBK,1012.45,0.1,1.28,2289256.0,54.9,-5.2769,False,1003.35,968.7,0.91,27.0,74.7,24.77,1077.85,False,Engulfing,False,False,False,True,False,0.0,True,True,False,False,996.4,1042.82,3.0,1.59,1.89,311,314871.95,WEAK,48.0
MUTHOOTFIN,3119.6,3.69,1.17,1093803.0,56.2,11.2251,False,3042.03,3110.21,2.55,10.4,80.6,83.68,4114.71,False,,False,False,True,False,True,0.57,False,True,False,False,3057.21,3213.19,3.0,2.0,1.5,80,249568.01,WEAK,46.9
CIPLA,1473.2,0.46,0.88,1383090.0,61.5,3.2318,False,1437.24,1412.94,2.5,22.0,66.1,31.62,1657.45,False,,False,False,True,True,False,0.48,True,True,False,False,1462.3,1517.4,3.0,0.74,4.06,458,674725.58,WEAK,46.2
HAL,4646.5,1.42,1.07,696808.0,65.5,7.9779,False,4529.66,4444.18,2.58,13.8,71.1,87.64,4936.98,False,Morning Star,False,False,True,True,False,0.21,False,True,False,False,4591.1,4777.96,2.83,1.19,2.37,90,418185.0,WEAK,46.2
DIVISLAB,8056.0,2.82,2.28,347422.0,83.8,74.021,False,7318.15,6986.26,10.08,45.0,84.5,170.85,8090.0,True,,False,False,True,True,False,0.49,True,True,True,False,7894.88,8297.68,3.0,2.0,1.5,31,249736.0,WEAK,45.6
